,name,numPixel_noRoad,numPixel_pavedRoad,numPixel_unpavedRoad,sumPixels,relative_noRoad,relative_pavedRoad,relative_unpavedRoad,region
22,20180427_020504_103c_3B_0332.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
23,20170815_005028_0c0b_3B_0224.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
24,20180419_074325_0c43_3B_0273.tif,63202,0,2334,65536,0.964385986328125,0.0,0.035614013671875,Harz
25,20180724_094554_0e19_3B_0108.tif,62728,0,2808,65536,0.9571533203125,0.0,0.0428466796875,Harz
26,20180427_020502_103c_3B_0528.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
27,20180427_020501_103c_3B_0079.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
28,20170815_005028_0c0b_3B_0322.tif,65295,0,241,65536,0.9963226318359375,0.0,0.0036773681640625,Borneo
29,20170920_015736_0f28_3B_0620.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
30,20180504_094435_0e19_3B_0558.tif,61580,2193,1763,65536,0.93963623046875,0.0334625244140625,0.0269012451171875,Harz
31,20180310_020202_1040_3B_0511.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
32,20180419_074324_1_0c43_3B_0303.tif,65151,0,385,65536,0.9941253662109375,0.0,0.0058746337890625,Harz
33,20180504_094435_0e19_3B_0448.tif,63109,0,2427,65536,0.9629669189453125,0.0,0.0370330810546875,Harz
34,20180427_020502_103c_3B_0577.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
35,20180504_094435_0e19_3B_0523.tif,63027,0,2509,65536,0.9617156982421875,0.0,0.0382843017578125,Harz
36,20180606_020625_0f1b_3B_0460.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
37,20180419_074326_0c43_3B_0189.tif,65536,0,0,65536,1.0,0.0,0.0,Harz
38,20170920_015736_0f28_3B_0648.tif,64685,0,851,65536,0.9870147705078125,0.0,0.0129852294921875,Borneo
39,20180724_094554_0e19_3B_0066.tif,62529,0,3007,65536,0.9541168212890625,0.0,0.0458831787109375,Harz
40,20180427_020502_103c_3B_0670.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
41,20170815_005028_0c0b_3B_0056.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
42,20170815_005028_0c0b_3B_0321.tif,65295,0,241,65536,0.9963226318359375,0.0,0.0036773681640625,Borneo
43,20180606_020625_0f1b_3B_0624.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
44,20180504_094435_0e19_3B_0236.tif,61367,1895,2274,65536,0.9363861083984375,0.0289154052734375,0.034698486328125,Harz
45,20180419_074326_0c43_3B_0045.tif,64717,0,819,65536,0.9875030517578125,0.0,0.0124969482421875,Harz
46,20180427_020346_103a_3B_0553.tif,64451,0,1085,65536,0.9834442138671875,0.0,0.0165557861328125,Borneo
47,20180427_020347_103a_3B_0596.tif,63994,0,1542,65536,0.976470947265625,0.0,0.023529052734375,Borneo
48,20180504_094435_0e19_3B_0552.tif,63774,0,1762,65536,0.973114013671875,0.0,0.026885986328125,Harz
49,20180310_020203_1040_3B_0549.tif,63848,0,1688,65536,0.9742431640625,0.0,0.0257568359375,Borneo
50,20180427_020347_103a_3B_0653.tif,62608,0,2928,65536,0.955322265625,0.0,0.044677734375,Borneo
51,20180427_020346_103a_3B_0045.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
52,20170920_015736_0f28_3B_0621.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
53,20180427_020347_103a_3B_0238.tif,64551,0,985,65536,0.9849700927734375,0.0,0.0150299072265625,Borneo
54,20180427_020503_103c_3B_0118.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
55,20180419_074326_0c43_3B_0210.tif,64186,0,1350,65536,0.979400634765625,0.0,0.020599365234375,Harz
56,20180427_020347_103a_3B_0088.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
57,20170815_005030_0c0b_3B_0311.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
58,20171013_232848_0c46_3B_0309.tif,65425,0,111,65536,0.9983062744140625,0.0,0.0016937255859375,Borneo
59,20180419_074324_1_0c43_3B_0136.tif,62664,52,2820,65536,0.9561767578125,0.00079345703125,0.04302978515625,Harz
60,20180427_020347_103a_3B_0444.tif,65455,0,81,65536,0.9987640380859375,0.0,0.0012359619140625,Borneo
61,20180606_020625_0f1b_3B_0273.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
62,20171013_232848_0c46_3B_0177.tif,65313,0,223,65536,0.9965972900390625,0.0,0.0034027099609375,Borneo
63,20170815_005030_0c0b_3B_0255.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
64,20180310_020202_1040_3B_0049.tif,64166,0,1370,65536,0.979095458984375,0.0,0.020904541015625,Borneo
65,20180310_020202_1040_3B_0488.tif,63338,0,2198,65536,0.966461181640625,0.0,0.033538818359375,Borneo
66,20180427_020503_103c_3B_0413.tif,64243,0,1293,65536,0.9802703857421875,0.0,0.0197296142578125,Borneo
67,20180419_074324_1_0c43_3B_0305.tif,64924,0,612,65536,0.99066162109375,0.0,0.00933837890625,Harz
68,20180504_094435_0e19_3B_0477.tif,61803,0,3733,65536,0.9430389404296875,0.0,0.0569610595703125,Harz
69,20180427_020347_103a_3B_0630.tif,64329,0,1207,65536,0.9815826416015625,0.0,0.0184173583984375,Borneo
70,20180427_020501_103c_3B_0204.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
71,20180606_020625_0f1b_3B_0054.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
72,20170815_005030_0c0b_3B_0128.tif,63731,1004,801,65536,0.9724578857421875,0.01531982421875,0.0122222900390625,Borneo
73,20180427_020346_103a_3B_0347.tif,63830,0,1706,65536,0.973968505859375,0.0,0.026031494140625,Borneo
74,20180427_020501_103c_3B_0154.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
75,20180427_020502_103c_3B_0341.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
76,20180419_074324_0c43_3B_0132.tif,63956,93,1487,65536,0.97589111328125,0.0014190673828125,0.0226898193359375,Harz
77,20180606_020625_0f1b_3B_0279.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
78,20180427_020346_103a_3B_0036.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
79,20171013_232848_0c46_3B_0041.tif,64816,0,720,65536,0.989013671875,0.0,0.010986328125,Borneo
80,20180724_094554_0e19_3B_0638.tif,61805,3172,559,65536,0.9430694580078125,0.04840087890625,0.0085296630859375,Harz
81,20180724_094554_0e19_3B_0299.tif,60268,1115,4153,65536,0.91961669921875,0.0170135498046875,0.0633697509765625,Harz
82,20180419_074323_0c43_3B_0011.tif,65343,0,193,65536,0.9970550537109375,0.0,0.0029449462890625,Harz
83,20180427_020347_103a_3B_0472.tif,62836,0,2700,65536,0.95880126953125,0.0,0.04119873046875,Borneo
84,20180427_020347_103a_3B_0526.tif,62847,2500,189,65536,0.9589691162109375,0.03814697265625,0.0028839111328125,Borneo
85,20171013_232848_0c46_3B_0044.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
86,20180310_020203_1040_3B_0095.tif,64293,0,1243,65536,0.9810333251953125,0.0,0.0189666748046875,Borneo
87,20180310_020203_1040_3B_0469.tif,62272,0,3264,65536,0.9501953125,0.0,0.0498046875,Borneo
88,20180310_020203_1040_3B_0650.tif,62738,0,2798,65536,0.957305908203125,0.0,0.042694091796875,Borneo
89,20180310_020202_1040_3B_0265.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
90,20171013_232848_0c46_3B_0282.tif,64477,0,1059,65536,0.9838409423828125,0.0,0.0161590576171875,Borneo
91,20170920_015736_0f28_3B_0527.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
92,20180419_074324_1_0c43_3B_0024.tif,62965,959,1612,65536,0.9607696533203125,0.0146331787109375,0.02459716796875,Harz
93,20180419_074323_0c43_3B_0091.tif,62538,0,2998,65536,0.954254150390625,0.0,0.045745849609375,Harz
94,20180427_020346_103a_3B_0143.tif,65422,0,114,65536,0.998260498046875,0.0,0.001739501953125,Borneo
95,20180427_020504_103c_3B_0387.tif,65265,0,271,65536,0.9958648681640625,0.0,0.0041351318359375,Borneo
96,20180419_074325_0c43_3B_0029.tif,64077,0,1459,65536,0.9777374267578125,0.0,0.0222625732421875,Harz
97,20180427_020501_103c_3B_0266.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
98,20180419_074324_0c43_3B_0074.tif,63289,0,2247,65536,0.9657135009765625,0.0,0.0342864990234375,Harz
99,20180427_020347_103a_3B_0546.tif,64643,0,893,65536,0.9863739013671875,0.0,0.0136260986328125,Borneo
100,20170920_015736_0f28_3B_0240.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
101,20180724_094554_0e19_3B_0132.tif,60174,3182,2180,65536,0.918182373046875,0.048553466796875,0.03326416015625,Harz
102,20180427_020501_103c_3B_0551.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
103,20180310_020202_1040_3B_0191.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
104,20180419_074324_1_0c43_3B_0013.tif,64298,0,1238,65536,0.981109619140625,0.0,0.018890380859375,Harz
105,20171013_232848_0c46_3B_0229.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
106,20180419_074326_0c43_3B_0300.tif,64475,0,1061,65536,0.9838104248046875,0.0,0.0161895751953125,Harz
107,20180427_020346_103a_3B_0193.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
108,20180310_020202_1040_3B_0601.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
109,20170815_005028_0c0b_3B_0368.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
110,20180427_020502_103c_3B_0263.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
111,20180419_074326_0c43_3B_0156.tif,56766,6649,2121,65536,0.866180419921875,0.1014556884765625,0.0323638916015625,Harz
112,20180724_094554_0e19_3B_0421.tif,62800,0,2736,65536,0.958251953125,0.0,0.041748046875,Harz
113,20180724_094554_0e19_3B_0367.tif,63854,1113,569,65536,0.974334716796875,0.0169830322265625,0.0086822509765625,Harz
114,20180427_020347_103a_3B_0004.tif,64430,0,1106,65536,0.983123779296875,0.0,0.016876220703125,Borneo
115,20180419_074326_0c43_3B_0267.tif,63927,78,1531,65536,0.9754486083984375,0.001190185546875,0.0233612060546875,Harz
116,20180419_074324_1_0c43_3B_0154.tif,62842,0,2694,65536,0.958892822265625,0.0,0.041107177734375,Harz
117,20180724_094554_0e19_3B_0056.tif,62190,0,3346,65536,0.948944091796875,0.0,0.051055908203125,Harz
118,20180310_020203_1040_3B_0061.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
119,20180310_020203_1040_3B_0120.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
120,20180310_020202_1040_3B_0384.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
121,20180427_020504_103c_3B_0672.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
122,20170920_015736_0f28_3B_0441.tif,64327,0,1209,65536,0.9815521240234375,0.0,0.0184478759765625,Borneo
123,20180504_094435_0e19_3B_0132.tif,62969,0,2567,65536,0.9608306884765625,0.0,0.0391693115234375,Harz
124,20180427_020504_103c_3B_0668.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
125,20180427_020502_103c_3B_0217.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
126,20180606_020625_0f1b_3B_0149.tif,64651,0,885,65536,0.9864959716796875,0.0,0.0135040283203125,Borneo
127,20180427_020504_103c_3B_0226.tif,64466,0,1070,65536,0.983673095703125,0.0,0.016326904296875,Borneo
128,20180419_074324_0c43_3B_0321.tif,62476,1939,1121,65536,0.95330810546875,0.0295867919921875,0.0171051025390625,Harz
129,20170815_005028_0c0b_3B_0033.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
130,20180427_020504_103c_3B_0619.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
131,20180419_074324_0c43_3B_0286.tif,63634,1645,257,65536,0.970977783203125,0.0251007080078125,0.0039215087890625,Harz
132,20180427_020503_103c_3B_0506.tif,63935,0,1601,65536,0.9755706787109375,0.0,0.0244293212890625,Borneo
133,20180310_020202_1040_3B_0399.tif,64911,0,625,65536,0.9904632568359375,0.0,0.0095367431640625,Borneo
134,20180427_020501_103c_3B_0027.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
135,20170815_005030_0c0b_3B_0145.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
136,20180419_074324_0c43_3B_0299.tif,61898,1527,2111,65536,0.944488525390625,0.0233001708984375,0.0322113037109375,Harz
137,20180724_094554_0e19_3B_0336.tif,58472,1220,5844,65536,0.8922119140625,0.01861572265625,0.08917236328125,Harz
138,20180427_020346_103a_3B_0123.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
139,20180427_020504_103c_3B_0385.tif,64229,0,1307,65536,0.9800567626953125,0.0,0.0199432373046875,Borneo
140,20180427_020503_103c_3B_0663.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
141,20180427_020503_103c_3B_0020.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
142,20180427_020504_103c_3B_0490.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
143,20180310_020203_1040_3B_0324.tif,65318,218,0,65536,0.996673583984375,0.003326416015625,0.0,Borneo
144,20180419_074325_0c43_3B_0144.tif,63292,0,2244,65536,0.96575927734375,0.0,0.03424072265625,Harz
145,20180427_020502_103c_3B_0596.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
146,20180427_020503_103c_3B_0662.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
147,20180606_020625_0f1b_3B_0265.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
148,20180310_020203_1040_3B_0036.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
149,20180606_020625_0f1b_3B_0084.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
150,20180419_074324_1_0c43_3B_0158.tif,64881,0,655,65536,0.9900054931640625,0.0,0.0099945068359375,Harz
151,20180427_020503_103c_3B_0491.tif,63888,0,1648,65536,0.974853515625,0.0,0.025146484375,Borneo
152,20170920_015736_0f28_3B_0436.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
153,20180724_094554_0e19_3B_0340.tif,62828,0,2708,65536,0.95867919921875,0.0,0.04132080078125,Harz
154,20180427_020504_103c_3B_0426.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
155,20180419_074325_0c43_3B_0147.tif,64205,0,1331,65536,0.9796905517578125,0.0,0.0203094482421875,Harz
156,20180419_074324_0c43_3B_0111.tif,64047,0,1489,65536,0.9772796630859375,0.0,0.0227203369140625,Harz
157,20180427_020347_103a_3B_0106.tif,64419,0,1117,65536,0.9829559326171875,0.0,0.0170440673828125,Borneo
158,20180427_020503_103c_3B_0436.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
159,20170815_005028_0c0b_3B_0031.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
160,20180724_094554_0e19_3B_0275.tif,63462,0,2074,65536,0.968353271484375,0.0,0.031646728515625,Harz
161,20180427_020502_103c_3B_0494.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
162,20180724_094554_0e19_3B_0597.tif,60626,1507,3403,65536,0.925079345703125,0.0229949951171875,0.0519256591796875,Harz
163,20180427_020503_103c_3B_0266.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
164,20180606_020625_0f1b_3B_0670.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
165,20180504_094435_0e19_3B_0007.tif,63670,0,1866,65536,0.971527099609375,0.0,0.028472900390625,Harz
166,20170815_005028_0c0b_3B_0315.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
167,20180419_074325_0c43_3B_0275.tif,57994,5932,1610,65536,0.884918212890625,0.09051513671875,0.024566650390625,Harz
168,20170815_005028_0c0b_3B_0038.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
169,20180419_074326_0c43_3B_0319.tif,63552,909,1075,65536,0.9697265625,0.0138702392578125,0.0164031982421875,Harz
170,20180419_074324_0c43_3B_0242.tif,63521,1023,992,65536,0.9692535400390625,0.0156097412109375,0.01513671875,Harz
171,20180419_074325_0c43_3B_0156.tif,55843,7868,1825,65536,0.8520965576171875,0.12005615234375,0.0278472900390625,Harz
172,20170920_015736_0f28_3B_0057.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
173,20180427_020504_103c_3B_0289.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
174,20180606_020625_0f1b_3B_0021.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
175,20180724_094554_0e19_3B_0492.tif,58388,4543,2605,65536,0.89093017578125,0.0693206787109375,0.0397491455078125,Harz
176,20180310_020202_1040_3B_0526.tif,65459,0,77,65536,0.9988250732421875,0.0,0.0011749267578125,Borneo
177,20180427_020503_103c_3B_0586.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
178,20180427_020502_103c_3B_0529.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
179,20180419_074324_0c43_3B_0095.tif,47301,17714,521,65536,0.7217559814453125,0.270294189453125,0.0079498291015625,Harz
180,20180724_094554_0e19_3B_0611.tif,64240,270,1026,65536,0.980224609375,0.004119873046875,0.015655517578125,Harz
181,20180427_020503_103c_3B_0047.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
182,20180427_020346_103a_3B_0289.tif,62962,0,2574,65536,0.960723876953125,0.0,0.039276123046875,Borneo
183,20180724_094554_0e19_3B_0627.tif,64055,0,1481,65536,0.9774017333984375,0.0,0.0225982666015625,Harz
184,20180427_020346_103a_3B_0457.tif,64446,305,785,65536,0.983367919921875,0.0046539306640625,0.0119781494140625,Borneo
185,20180310_020203_1040_3B_0080.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
186,20180504_094435_0e19_3B_0426.tif,62684,0,2852,65536,0.95648193359375,0.0,0.04351806640625,Harz
187,20180310_020202_1040_3B_0166.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
188,20180427_020504_103c_3B_0599.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
189,20180427_020347_103a_3B_0619.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
190,20180310_020203_1040_3B_0655.tif,62319,0,3217,65536,0.9509124755859375,0.0,0.0490875244140625,Borneo
191,20180427_020504_103c_3B_0511.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
192,20180427_020347_103a_3B_0340.tif,65147,0,389,65536,0.9940643310546875,0.0,0.0059356689453125,Borneo
193,20170920_015736_0f28_3B_0366.tif,64575,0,961,65536,0.9853363037109375,0.0,0.0146636962890625,Borneo
194,20180419_074325_0c43_3B_0276.tif,63415,683,1438,65536,0.9676361083984375,0.0104217529296875,0.021942138671875,Harz
195,20171013_232848_0c46_3B_0121.tif,65075,0,461,65536,0.9929656982421875,0.0,0.0070343017578125,Borneo
196,20180427_020503_103c_3B_0351.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
197,20180427_020347_103a_3B_0084.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
198,20180724_094554_0e19_3B_0242.tif,63477,0,2059,65536,0.9685821533203125,0.0,0.0314178466796875,Harz
199,20180419_074323_0c43_3B_0021.tif,61058,0,4478,65536,0.931671142578125,0.0,0.068328857421875,Harz
200,20180427_020346_103a_3B_0151.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
201,20180606_020625_0f1b_3B_0699.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
202,20180427_020347_103a_3B_0521.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
203,20170815_005028_0c0b_3B_0237.tif,64488,0,1048,65536,0.9840087890625,0.0,0.0159912109375,Borneo
204,20180606_020625_0f1b_3B_0137.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
205,20180427_020347_103a_3B_0633.tif,62674,0,2862,65536,0.956329345703125,0.0,0.043670654296875,Borneo
206,20170815_005030_0c0b_3B_0200.tif,64185,0,1351,65536,0.9793853759765625,0.0,0.0206146240234375,Borneo
207,20170920_015736_0f28_3B_0107.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
208,20170920_015736_0f28_3B_0490.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
209,20180504_094435_0e19_3B_0690.tif,60248,3871,1417,65536,0.9193115234375,0.0590667724609375,0.0216217041015625,Harz
210,20180427_020346_103a_3B_0146.tif,64562,0,974,65536,0.985137939453125,0.0,0.014862060546875,Borneo
211,20171013_232848_0c46_3B_0010.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
212,20180310_020203_1040_3B_0460.tif,61981,0,3555,65536,0.9457550048828125,0.0,0.0542449951171875,Borneo
213,20180427_020347_103a_3B_0506.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
214,20180724_094554_0e19_3B_0260.tif,62463,0,3073,65536,0.9531097412109375,0.0,0.0468902587890625,Harz
215,20180606_020625_0f1b_3B_0593.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
216,20180427_020503_103c_3B_0552.tif,64388,0,1148,65536,0.98248291015625,0.0,0.01751708984375,Borneo
217,20180606_020625_0f1b_3B_0099.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
218,20180427_020347_103a_3B_0218.tif,64156,0,1380,65536,0.97894287109375,0.0,0.02105712890625,Borneo
219,20170920_015736_0f28_3B_0264.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
220,20170815_005030_0c0b_3B_0265.tif,65276,0,260,65536,0.99603271484375,0.0,0.00396728515625,Borneo
221,20180419_074324_0c43_3B_0290.tif,61923,2478,1135,65536,0.9448699951171875,0.037811279296875,0.0173187255859375,Harz
222,20180504_094435_0e19_3B_0427.tif,61255,1885,2396,65536,0.9346771240234375,0.0287628173828125,0.03656005859375,Harz
223,20180427_020347_103a_3B_0287.tif,64796,0,740,65536,0.98870849609375,0.0,0.01129150390625,Borneo
224,20171013_232848_0c46_3B_0240.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
225,20180419_074325_0c43_3B_0207.tif,63992,0,1544,65536,0.9764404296875,0.0,0.0235595703125,Harz
226,20180310_020203_1040_3B_0687.tif,63433,0,2103,65536,0.9679107666015625,0.0,0.0320892333984375,Borneo
227,20180427_020501_103c_3B_0615.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
228,20180427_020501_103c_3B_0651.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
229,20170920_015736_0f28_3B_0028.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
230,20170920_015736_0f28_3B_0515.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
231,20180427_020502_103c_3B_0307.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
232,20180419_074323_0c43_3B_0147.tif,61885,0,3651,65536,0.9442901611328125,0.0,0.0557098388671875,Harz
233,20180310_020203_1040_3B_0154.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
234,20170815_005030_0c0b_3B_0192.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
235,20170920_015736_0f28_3B_0088.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
236,20180724_094554_0e19_3B_0673.tif,62762,2126,648,65536,0.957672119140625,0.032440185546875,0.0098876953125,Harz
237,20170815_005028_0c0b_3B_0003.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
238,20180724_094554_0e19_3B_0233.tif,61906,0,3630,65536,0.944610595703125,0.0,0.055389404296875,Harz
239,20180606_020625_0f1b_3B_0469.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
240,20180419_074326_0c43_3B_0072.tif,65382,0,154,65536,0.997650146484375,0.0,0.002349853515625,Harz
241,20180504_094435_0e19_3B_0479.tif,62863,27,2646,65536,0.9592132568359375,0.0004119873046875,0.040374755859375,Harz
242,20180427_020503_103c_3B_0653.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
243,20180419_074323_0c43_3B_0215.tif,61463,1500,2573,65536,0.9378509521484375,0.02288818359375,0.0392608642578125,Harz
244,20180504_094435_0e19_3B_0400.tif,62306,0,3230,65536,0.950714111328125,0.0,0.049285888671875,Harz
245,20171013_232848_0c46_3B_0328.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
246,20180427_020347_103a_3B_0237.tif,63911,0,1625,65536,0.9752044677734375,0.0,0.0247955322265625,Borneo
247,20170815_005028_0c0b_3B_0353.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
248,20180427_020503_103c_3B_0200.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
249,20171013_232848_0c46_3B_0150.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
250,20180427_020501_103c_3B_0251.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
251,20170920_015736_0f28_3B_0182.tif,65536,0,0,65536,1.0,0.0,0.0,Borneo
252,20180504_094435_0e19_3B_0127.tif,61273,2558,1705,65536,0.9349517822265625,0.039031982421875,0.0260162353515625,Harz
253,20180419_074324_0c43_3B_0066.tif,60104,444,4988,65536,0.9171142578125,0.00677490234375,0.07611083984375,Harz
