,name,numPixel_noRoad,numPixel_pavedRoad,numPixel_unpavedRoad,sumPixels,relative_noRoad,relative_pavedRoad,relative_unpavedRoad
115,20171013_232848_0c46_3B_0107.tif,261231,0,913,262144,0.9965171813964844,0.0,0.003482818603515625
116,20180310_020202_1040_3B_0129.tif,262144,0,0,262144,1.0,0.0,0.0
117,20180427_020346_103a_3B_0105.tif,259744,1197,1203,262144,0.9908447265625,0.004566192626953125,0.004589080810546875
118,20180427_020503_103c_3B_0155.tif,260365,0,1779,262144,0.9932136535644531,0.0,0.006786346435546875
119,20180427_020501_103c_3B_0075.tif,261267,0,877,262144,0.9966545104980469,0.0,0.003345489501953125
120,20180427_020347_103a_3B_0159.tif,262144,0,0,262144,1.0,0.0,0.0
121,20180427_020347_103a_3B_0007.tif,262144,0,0,262144,1.0,0.0,0.0
122,20180427_020501_103c_3B_0011.tif,262144,0,0,262144,1.0,0.0,0.0
123,20180427_020501_103c_3B_0190.tif,262144,0,0,262144,1.0,0.0,0.0
124,20180427_020504_103c_3B_0078.tif,262144,0,0,262144,1.0,0.0,0.0
125,20180419_074324_1_0c43_3B_0025.tif,246620,10173,5351,262144,0.9407806396484375,0.038806915283203125,0.020412445068359375
126,20180504_094435_0e19_3B_0007.tif,258526,0,3618,262144,0.9861984252929688,0.0,0.01380157470703125
127,20180724_094554_0e19_3B_0117.tif,254106,0,8038,262144,0.9693374633789062,0.0,0.03066253662109375
128,20180606_020625_0f1b_3B_0179.tif,260368,0,1776,262144,0.99322509765625,0.0,0.00677490234375
129,20180427_020501_103c_3B_0177.tif,262144,0,0,262144,1.0,0.0,0.0
130,20170815_005028_0c0b_3B_0022.tif,262144,0,0,262144,1.0,0.0,0.0
131,20180427_020504_103c_3B_0208.tif,262144,0,0,262144,1.0,0.0,0.0
132,20180310_020202_1040_3B_0095.tif,257923,4221,0,262144,0.9838981628417969,0.016101837158203125,0.0
133,20180427_020502_103c_3B_0012.tif,262144,0,0,262144,1.0,0.0,0.0
134,20180419_074325_0c43_3B_0028.tif,258954,0,3190,262144,0.9878311157226562,0.0,0.01216888427734375
135,20180419_074325_0c43_3B_0083.tif,262062,0,82,262144,0.9996871948242188,0.0,0.00031280517578125
136,20180427_020504_103c_3B_0069.tif,262144,0,0,262144,1.0,0.0,0.0
137,20180427_020503_103c_3B_0130.tif,262144,0,0,262144,1.0,0.0,0.0
138,20180427_020501_103c_3B_0209.tif,262144,0,0,262144,1.0,0.0,0.0
139,20180427_020502_103c_3B_0116.tif,260065,0,2079,262144,0.9920692443847656,0.0,0.007930755615234375
140,20180419_074324_1_0c43_3B_0031.tif,258867,439,2838,262144,0.9874992370605469,0.001674652099609375,0.01082611083984375
141,20170815_005030_0c0b_3B_0113.tif,262144,0,0,262144,1.0,0.0,0.0
142,20180427_020502_103c_3B_0155.tif,262144,0,0,262144,1.0,0.0,0.0
143,20180427_020503_103c_3B_0177.tif,262144,0,0,262144,1.0,0.0,0.0
144,20180427_020501_103c_3B_0087.tif,262144,0,0,262144,1.0,0.0,0.0
145,20180310_020202_1040_3B_0046.tif,262144,0,0,262144,1.0,0.0,0.0
146,20170815_005028_0c0b_3B_0107.tif,261493,0,651,262144,0.9975166320800781,0.0,0.002483367919921875
147,20180427_020503_103c_3B_0063.tif,262144,0,0,262144,1.0,0.0,0.0
148,20180724_094554_0e19_3B_0125.tif,252427,0,9717,262144,0.9629325866699219,0.0,0.037067413330078125
149,20171013_232848_0c46_3B_0043.tif,258925,3219,0,262144,0.9877204895019531,0.012279510498046875,0.0
150,20180427_020347_103a_3B_0140.tif,261071,0,1073,262144,0.9959068298339844,0.0,0.004093170166015625
151,20180419_074323_0c43_3B_0063.tif,253391,1483,7270,262144,0.9666099548339844,0.005657196044921875,0.02773284912109375
152,20170815_005030_0c0b_3B_0071.tif,257937,3716,491,262144,0.9839515686035156,0.0141754150390625,0.001873016357421875
153,20180606_020625_0f1b_3B_0015.tif,262144,0,0,262144,1.0,0.0,0.0
154,20170815_005030_0c0b_3B_0097.tif,261357,481,306,262144,0.9969978332519531,0.001834869384765625,0.00116729736328125
155,20180419_074324_0c43_3B_0052.tif,249525,1445,11174,262144,0.9518623352050781,0.005512237548828125,0.04262542724609375
156,20180427_020504_103c_3B_0002.tif,262144,0,0,262144,1.0,0.0,0.0
157,20180504_094435_0e19_3B_0199.tif,259594,142,2408,262144,0.9902725219726562,0.00054168701171875,0.009185791015625
158,20170815_005030_0c0b_3B_0116.tif,260768,0,1376,262144,0.9947509765625,0.0,0.0052490234375
159,20180427_020502_103c_3B_0085.tif,262144,0,0,262144,1.0,0.0,0.0
160,20180427_020504_103c_3B_0105.tif,260074,0,2070,262144,0.9921035766601562,0.0,0.00789642333984375
161,20180427_020347_103a_3B_0075.tif,261485,0,659,262144,0.9974861145019531,0.0,0.002513885498046875
162,20180427_020504_103c_3B_0051.tif,260182,0,1962,262144,0.9925155639648438,0.0,0.00748443603515625
163,20180606_020625_0f1b_3B_0135.tif,262144,0,0,262144,1.0,0.0,0.0
164,20180427_020347_103a_3B_0116.tif,258887,0,3257,262144,0.9875755310058594,0.0,0.012424468994140625
165,20180419_074325_0c43_3B_0052.tif,230911,29393,1840,262144,0.8808555603027344,0.11212539672851562,0.00701904296875
166,20180427_020501_103c_3B_0025.tif,262144,0,0,262144,1.0,0.0,0.0
167,20180419_074326_0c43_3B_0070.tif,252011,3607,6526,262144,0.9613456726074219,0.013759613037109375,0.02489471435546875
168,20171013_232848_0c46_3B_0116.tif,262144,0,0,262144,1.0,0.0,0.0
169,20180427_020504_103c_3B_0056.tif,262025,0,119,262144,0.9995460510253906,0.0,0.000453948974609375
170,20180724_094554_0e19_3B_0137.tif,249475,3160,9509,262144,0.9516716003417969,0.012054443359375,0.036273956298828125
171,20180427_020501_103c_3B_0072.tif,261454,0,690,262144,0.9973678588867188,0.0,0.00263214111328125
172,20180427_020346_103a_3B_0142.tif,253548,2869,5727,262144,0.9672088623046875,0.010944366455078125,0.021846771240234375
173,20170920_015736_0f28_3B_0139.tif,262144,0,0,262144,1.0,0.0,0.0
174,20180427_020503_103c_3B_0127.tif,261757,0,387,262144,0.9985237121582031,0.0,0.001476287841796875
175,20180606_020625_0f1b_3B_0207.tif,261689,0,455,262144,0.9982643127441406,0.0,0.001735687255859375
176,20180427_020503_103c_3B_0178.tif,262144,0,0,262144,1.0,0.0,0.0
177,20180606_020625_0f1b_3B_0093.tif,262144,0,0,262144,1.0,0.0,0.0
178,20180606_020625_0f1b_3B_0016.tif,262144,0,0,262144,1.0,0.0,0.0
179,20180606_020625_0f1b_3B_0151.tif,262144,0,0,262144,1.0,0.0,0.0
180,20180419_074326_0c43_3B_0071.tif,252160,7725,2259,262144,0.9619140625,0.029468536376953125,0.008617401123046875
181,20180724_094554_0e19_3B_0062.tif,252622,0,9522,262144,0.9636764526367188,0.0,0.03632354736328125
182,20180419_074326_0c43_3B_0100.tif,259295,1146,1703,262144,0.9891319274902344,0.00437164306640625,0.006496429443359375
183,20180427_020503_103c_3B_0200.tif,261238,0,906,262144,0.9965438842773438,0.0,0.00345611572265625
184,20180419_074324_0c43_3B_0012.tif,261076,198,870,262144,0.9959259033203125,0.00075531005859375,0.00331878662109375
185,20180427_020504_103c_3B_0101.tif,262144,0,0,262144,1.0,0.0,0.0
186,20180427_020501_103c_3B_0175.tif,262144,0,0,262144,1.0,0.0,0.0
187,20180419_074323_0c43_3B_0072.tif,254171,0,7973,262144,0.9695854187011719,0.0,0.030414581298828125
188,20180427_020504_103c_3B_0131.tif,262144,0,0,262144,1.0,0.0,0.0
189,20180606_020625_0f1b_3B_0017.tif,262144,0,0,262144,1.0,0.0,0.0
190,20180419_074326_0c43_3B_0057.tif,258871,0,3273,262144,0.9875144958496094,0.0,0.012485504150390625
191,20170815_005030_0c0b_3B_0100.tif,258815,2881,448,262144,0.9873008728027344,0.010990142822265625,0.001708984375
192,20180427_020501_103c_3B_0045.tif,262144,0,0,262144,1.0,0.0,0.0
193,20180427_020504_103c_3B_0070.tif,262144,0,0,262144,1.0,0.0,0.0
194,20180427_020347_103a_3B_0191.tif,253481,4452,4211,262144,0.9669532775878906,0.0169830322265625,0.016063690185546875
195,20180310_020202_1040_3B_0047.tif,262144,0,0,262144,1.0,0.0,0.0
196,20170815_005028_0c0b_3B_0076.tif,262144,0,0,262144,1.0,0.0,0.0
197,20180310_020202_1040_3B_0096.tif,260716,1428,0,262144,0.9945526123046875,0.0054473876953125,0.0
198,20180427_020346_103a_3B_0071.tif,256206,2719,3219,262144,0.9773483276367188,0.010372161865234375,0.012279510498046875
199,20170815_005028_0c0b_3B_0067.tif,262144,0,0,262144,1.0,0.0,0.0
200,20180427_020502_103c_3B_0128.tif,262144,0,0,262144,1.0,0.0,0.0
201,20180504_094435_0e19_3B_0085.tif,248766,7813,5565,262144,0.9489669799804688,0.029804229736328125,0.021228790283203125
202,20180724_094554_0e19_3B_0167.tif,254235,0,7909,262144,0.9698295593261719,0.0,0.030170440673828125
203,20170920_015736_0f28_3B_0067.tif,262144,0,0,262144,1.0,0.0,0.0
204,20180427_020346_103a_3B_0134.tif,258235,0,3909,262144,0.9850883483886719,0.0,0.014911651611328125
205,20170815_005028_0c0b_3B_0017.tif,262144,0,0,262144,1.0,0.0,0.0
206,20180419_074326_0c43_3B_0105.tif,256093,0,6051,262144,0.9769172668457031,0.0,0.023082733154296875
207,20180419_074324_0c43_3B_0090.tif,257339,574,4231,262144,0.9816703796386719,0.00218963623046875,0.016139984130859375
208,20180724_094554_0e19_3B_0124.tif,249932,0,12212,262144,0.9534149169921875,0.0,0.0465850830078125
209,20180427_020347_103a_3B_0161.tif,258150,3461,533,262144,0.9847640991210938,0.013202667236328125,0.002033233642578125
210,20180724_094554_0e19_3B_0164.tif,255313,16,6815,262144,0.9739418029785156,6.103515625e-05,0.025997161865234375
211,20180310_020202_1040_3B_0021.tif,260044,0,2100,262144,0.9919891357421875,0.0,0.0080108642578125
212,20180427_020502_103c_3B_0007.tif,262144,0,0,262144,1.0,0.0,0.0
213,20180504_094435_0e19_3B_0154.tif,252900,0,9244,262144,0.9647369384765625,0.0,0.0352630615234375
214,20180427_020347_103a_3B_0200.tif,254629,3572,3943,262144,0.9713325500488281,0.0136260986328125,0.015041351318359375
215,20180427_020504_103c_3B_0011.tif,262144,0,0,262144,1.0,0.0,0.0
216,20180419_074324_0c43_3B_0097.tif,257603,3533,1008,262144,0.9826774597167969,0.013477325439453125,0.00384521484375
217,20180427_020504_103c_3B_0100.tif,261440,0,704,262144,0.997314453125,0.0,0.002685546875
218,20170920_015736_0f28_3B_0081.tif,262144,0,0,262144,1.0,0.0,0.0
219,20180427_020502_103c_3B_0173.tif,262144,0,0,262144,1.0,0.0,0.0
220,20180427_020504_103c_3B_0133.tif,260976,0,1168,262144,0.99554443359375,0.0,0.00445556640625
221,20180427_020503_103c_3B_0147.tif,262144,0,0,262144,1.0,0.0,0.0
222,20180427_020503_103c_3B_0015.tif,262144,0,0,262144,1.0,0.0,0.0
223,20180724_094554_0e19_3B_0111.tif,261910,78,156,262144,0.9991073608398438,0.00029754638671875,0.0005950927734375
224,20180606_020625_0f1b_3B_0148.tif,262144,0,0,262144,1.0,0.0,0.0
225,20171013_232848_0c46_3B_0030.tif,259667,0,2477,262144,0.9905509948730469,0.0,0.009449005126953125
226,20170920_015736_0f28_3B_0078.tif,262144,0,0,262144,1.0,0.0,0.0
227,20180427_020347_103a_3B_0184.tif,259262,834,2048,262144,0.9890060424804688,0.00318145751953125,0.0078125
228,20180724_094554_0e19_3B_0148.tif,262144,0,0,262144,1.0,0.0,0.0
229,20180724_094554_0e19_3B_0157.tif,255673,0,6471,262144,0.9753150939941406,0.0,0.024684906005859375
230,20180427_020346_103a_3B_0118.tif,261194,0,950,262144,0.9963760375976562,0.0,0.00362396240234375
231,20180606_020625_0f1b_3B_0160.tif,262144,0,0,262144,1.0,0.0,0.0
232,20180427_020503_103c_3B_0087.tif,262144,0,0,262144,1.0,0.0,0.0
233,20180419_074323_0c43_3B_0077.tif,243950,10709,7485,262144,0.9305953979492188,0.040851593017578125,0.028553009033203125
234,20180419_074326_0c43_3B_0006.tif,259860,0,2284,262144,0.9912872314453125,0.0,0.0087127685546875
235,20180427_020346_103a_3B_0130.tif,262144,0,0,262144,1.0,0.0,0.0
236,20180606_020625_0f1b_3B_0044.tif,262144,0,0,262144,1.0,0.0,0.0
237,20180419_074325_0c43_3B_0058.tif,257647,0,4497,262144,0.9828453063964844,0.0,0.017154693603515625
238,20180606_020625_0f1b_3B_0206.tif,262144,0,0,262144,1.0,0.0,0.0
239,20170920_015736_0f28_3B_0131.tif,262144,0,0,262144,1.0,0.0,0.0
240,20180427_020502_103c_3B_0005.tif,262144,0,0,262144,1.0,0.0,0.0
241,20180427_020502_103c_3B_0179.tif,262144,0,0,262144,1.0,0.0,0.0
242,20180606_020625_0f1b_3B_0144.tif,262144,0,0,262144,1.0,0.0,0.0
243,20180427_020502_103c_3B_0099.tif,259940,0,2204,262144,0.9915924072265625,0.0,0.0084075927734375
244,20180427_020503_103c_3B_0013.tif,262144,0,0,262144,1.0,0.0,0.0
245,20180504_094435_0e19_3B_0153.tif,255077,0,7067,262144,0.9730415344238281,0.0,0.026958465576171875
246,20180427_020347_103a_3B_0118.tif,260985,285,874,262144,0.9955787658691406,0.001087188720703125,0.00333404541015625
247,20171013_232848_0c46_3B_0060.tif,262144,0,0,262144,1.0,0.0,0.0
248,20180724_094554_0e19_3B_0024.tif,250305,0,11839,262144,0.9548377990722656,0.0,0.045162200927734375
249,20180504_094435_0e19_3B_0170.tif,259013,2765,366,262144,0.9880561828613281,0.010547637939453125,0.00139617919921875
250,20180419_074326_0c43_3B_0027.tif,255342,3406,3396,262144,0.9740524291992188,0.01299285888671875,0.0129547119140625
251,20180427_020503_103c_3B_0003.tif,262144,0,0,262144,1.0,0.0,0.0
252,20180427_020346_103a_3B_0023.tif,262144,0,0,262144,1.0,0.0,0.0
253,20180419_074324_1_0c43_3B_0015.tif,262144,0,0,262144,1.0,0.0,0.0
254,20180419_074326_0c43_3B_0063.tif,251318,5384,5442,262144,0.9587020874023438,0.020538330078125,0.02075958251953125
255,20180427_020503_103c_3B_0133.tif,258992,0,3152,262144,0.98797607421875,0.0,0.01202392578125
256,20170815_005028_0c0b_3B_0105.tif,262144,0,0,262144,1.0,0.0,0.0
257,20180427_020503_103c_3B_0034.tif,262144,0,0,262144,1.0,0.0,0.0
258,20180606_020625_0f1b_3B_0024.tif,259330,2398,416,262144,0.9892654418945312,0.00914764404296875,0.0015869140625
259,20180419_074323_0c43_3B_0029.tif,255994,0,6150,262144,0.9765396118164062,0.0,0.02346038818359375
260,20180724_094554_0e19_3B_0071.tif,253697,1476,6971,262144,0.9677772521972656,0.0056304931640625,0.026592254638671875
261,20180419_074323_0c43_3B_0042.tif,250373,2631,9140,262144,0.9550971984863281,0.010036468505859375,0.0348663330078125
262,20180427_020501_103c_3B_0061.tif,259873,0,2271,262144,0.9913368225097656,0.0,0.008663177490234375
263,20170815_005028_0c0b_3B_0073.tif,262144,0,0,262144,1.0,0.0,0.0
264,20170815_005030_0c0b_3B_0009.tif,262144,0,0,262144,1.0,0.0,0.0
265,20180419_074326_0c43_3B_0047.tif,243894,13916,4334,262144,0.9303817749023438,0.0530853271484375,0.01653289794921875
266,20180419_074323_0c43_3B_0038.tif,245999,11841,4304,262144,0.9384117126464844,0.045169830322265625,0.01641845703125
267,20180724_094554_0e19_3B_0162.tif,255450,0,6694,262144,0.9744644165039062,0.0,0.02553558349609375
268,20180427_020502_103c_3B_0197.tif,260364,0,1780,262144,0.9932098388671875,0.0,0.0067901611328125
269,20180427_020501_103c_3B_0033.tif,262144,0,0,262144,1.0,0.0,0.0
270,20170920_015736_0f28_3B_0102.tif,261710,0,434,262144,0.9983444213867188,0.0,0.00165557861328125
271,20170920_015736_0f28_3B_0153.tif,262144,0,0,262144,1.0,0.0,0.0
